crew, tier, rarity, CMD_core, CMD_min, CMD_max, SCI_core, SCI_min, SCI_max, SEC_core, SEC_min, SEC_max, ENG_core, ENG_min, ENG_max, DIP_core, DIP_min, DIP_max, MED_core, MED_min, MED_max, V_CMD_SCI, V_CMD_SEC, V_CMD_ENG, V_CMD_DIP, V_CMD_MED, V_SCI_SEC, V_SCI_ENG, V_SCI_DIP, V_SCI_MED, V_SEC_ENG, V_SEC_DIP, V_SEC_MED, V_ENG_DIP, V_ENG_MED, V_DIP_MED, G_CMD_SCI, G_CMD_SEC, G_CMD_ENG, G_CMD_DIP, G_CMD_MED, G_SCI_SEC, G_SCI_ENG, G_SCI_DIP, G_SCI_MED, G_SEC_ENG, G_SEC_DIP, G_SEC_MED, G_ENG_DIP, G_ENG_MED, G_DIP_MED, voyage_rank, gauntlet_rank, traits, hidden_traits, action_name, action_bonus_type, action_bonus_amount, action_initial_cooldown, action_duration, action_cooldown, bonus_ability, trigger, uses_per_battle, penalty_type, penalty_amount, accuracy, crit_bonus, crit_chance, evasion, charge_phases, short_name, image_name, symbol, shuttle_rank, collections_rank, ship_rank, overall_rank, stat_collections, crew_collections, vanity_collections, potential_collections
"Tourist Hoshi Sato",0,5, 506,66,172,1077,158,301,0,0,0,0,0,0,1368,197,406,0,0,0,193,1352,1300,232,1155,581,470,40,351,0,493,0,309,0,249,341,1368,1341,384,1195,814,593,105,491,0,734,0,519,0,410,382,800,"Human, Starfleet, Casual, Linguist, Inspiring, Communicator, Romantic, Resourceful, Prodigy, Playful","female, organic, ent, sato, crew_max_rarity_5","Na. No. How Am I Doing?",2, 10, 10, 8, 12, 0, 1, , , , 150, 500, 80, 175, false,"Sato",crew_portraits_cm_sato_tourist_sm.png,sato_tourist_crew, 90.8227, 84.9593, 30.3057, 85.5604, 7, 0, 0, 0
"Admiral Pike",0,5, 1093,126,283,536,50,148,0,0,0,0,0,0,1486,150,352,0,0,0,195,775,595,43,433,1290,1020,123,802,0,362,0,245,0,162,508,1022,900,287,762,1478,1184,415,940,0,923,0,708,0,560,253,1114,"Starfleet, Federation, Human, Resourceful, Communicator, Explorer, Tactician, Educator","male, organic, snw, pike, crew_max_rarity_5","Nice To Meet You, Too",2, 10, 6, 10, 10, , , , 0, 3, 400, 280, 100, 475, false,"Pike",crew_portraits_cm_pike_admiral_sm.png,pike_admiral_crew, 95.6733, 61.9919, 11.7804, 83.8239, 5, 0, 0, 21.0401
"Farragut Kirk",0,4, 668,85,212,390,50,156,953,146,304,0,0,0,0,0,0,0,0,0,631,325,1015,1261,859,210,1137,1440,910,696,1040,558,0,0,0,728,472,1182,1351,1026,345,1160,1440,912,784,1068,662,0,0,0,1195,1466,"Human, Federation, Starfleet, Tactician, Crafty, Desperate","male, organic, snw, kirk, crew_max_rarity_4","Quite The Ship You Got Here",0, 9, 6, 10, 12, , , , 1, 2, 240, 225, 55, 140, false,"Kirk",crew_portraits_cm_kirk_farragut_sm.png,kirk_farragut_crew, 61.7773, 4.4715, 16.9784, 49.4943, 1, 0, 0, 21.0401
"Primal Peanut Hamper",0,5, 0,0,0,0,0,0,0,0,0,1104,150,274,541,48,148,1339,208,368,0,0,565,1434,186,0,471,1284,169,555,1465,185,200,2,69,0,0,877,1580,412,0,665,1462,333,843,1621,394,462,21,194,402,986,"Saboteur, Automated Unit, Casual, Survivalist, Primal, Physician, Federation","female, nonhuman, low, hamper, crew_max_rarity_5","I Didn't Want To Sound Robotic",1, 7, 10, 12, 8, 2, 0, 2, , , 725, 375, 251, 600, false,"Hamper",crew_portraits_cm_peanut_hamper_primal_sm.png,peanut_hamper_primal_crew, 91.8704, 54.878, 51.5391, 86.115, 6, 0, 0, 0
"Base Camp McCoy",0,5, 536,70,168,0,0,0,0,0,0,0,0,0,1388,200,376,1034,150,301,1307,1316,1253,225,59,0,0,395,379,0,477,415,305,289,15,1392,1369,1342,415,199,0,0,635,500,0,798,670,585,456,80,385,868,"Federation, Starfleet, Human, Physician, Casual, Caregiver, Communicator","male, organic, tos, mccoy, crew_max_rarity_5","You Call This Relaxing?",2, 9, 6, 14, 6, 2, 0, , , , 700, 425, 243, 500, false,"McCoy",crew_portraits_cm_mccoy_base_camp_sm.png,mccoy_base_camp_crew, 91.2495, 52.0325, 65.2022, 85.8306, 4, 0, 0, 0
"Fly-Fishing M'Benga",0,4, 0,0,0,674,97,201,0,0,0,0,0,0,386,50,152,860,150,296,1069,0,0,1556,668,1003,766,694,97,0,1589,639,1449,449,322,1234,0,0,1574,704,1170,887,784,165,0,1608,688,1469,481,291,1291,1484,"Human, Starfleet, Federation, Physician, Caregiver, Casual, Athlete","male, organic, snw, mbenga, crew_max_rarity_4","What A Beautiful Day",2, 8, 8, 14, 8, 5, 0, , , , 475, 430, 220, 415, false,"M'Benga",crew_portraits_cm_mbenga_flyfishing_sm.png,mbenga_flyfishing_crew, 59.4102, 42.4797, 34.332, 56.0886, 5, 0, 0, 21.0401
"Pascal Fullerton",0,5, 0,0,0,1330,186,424,546,72,168,0,0,0,1061,158,309,0,0,0,350,1291,0,890,0,64,261,55,173,1123,247,965,639,0,516,538,1362,0,1016,0,169,362,86,284,1202,451,1069,790,0,646,383,744,"Human, Federation, Politician, Saboteur, Desperate, Crafty, Civilian, Communicator","organic, male, ds9, fullerton, crew_max_rarity_5","Pampered, Spoiled Children",0, 10, 10, 10, 10, , , , , , 150, 300, 55, 175, false,"Pascal",crew_portraits_cm_pascal_fullerton_sm.png,pascal_fullerton_crew, 90.6092, 34.7561, 20.1458, 83.3423, 3, 0, 0, 0
"Lady Audrey Chapel",0,5, 0,0,0,1070,142,309,0,0,0,0,0,0,536,87,183,1347,188,406,641,0,0,1396,178,596,480,260,7,0,1423,166,1233,70,65,906,0,0,1411,384,847,634,373,50,0,1454,375,1278,218,141,347,741,"Human, Physician, Empath, Resourceful, Caregiver, Spiritual","female, organic, snw, chapel, crew_max_rarity_5","So Much Pain",2, 7, 10, 8, 12, 2, 0, , , , 640, 500, 275, 300, false,"Chapel",crew_portraits_cm_chapel_lady_audrey_sm.png,chapel_lady_audrey_crew, 91.3465, 54.878, 55.5328, 86.8959, 5, 0, 1, 42.1668
"T'Pring as Spock",0,5, 550,80,178,1077,152,299,0,0,0,0,0,0,1364,201,401,0,0,0,175,1286,1212,224,1049,589,473,44,353,0,509,0,315,0,251,330,1320,1287,359,1134,848,635,114,515,0,743,0,525,0,418,307,762,"Vulcan, Telepath, Human, Starfleet, Federation, Spiritual, Communicator","tos, organic, nonhuman, tpring, spock, female, crew_max_rarity_5","Something Is Wrong",0, 10, 6, 8, 10, 5, 0, , , , 555, 200, 303, 600, false,"T'Pring",crew_portraits_cm_tpring_spock_sm.png,tpring_spock_crew, 92.045, 27.8455, 94.3778, 85.2904, 2, 0, 0, 39.5016
"Paradise Spock",0,4, 0,0,0,926,174,317,684,104,201,0,0,0,382,60,167,0,0,0,802,1099,0,1549,0,112,589,407,449,923,807,773,1440,0,1242,775,1212,0,1519,0,203,509,377,430,1051,855,931,1407,0,1191,1150,1355,"Human, Vulcan, Starfleet, Federation, Telepath, Explorer, Romantic, Compromised","nonhuman, male, organic, tos, spock, crew_max_rarity_4","There's Belonging and Love",2, 7, 10, 8, 10, 0, 1, , , , 340, 250, 170, 365, false,"Spock",crew_portraits_cm_spock_paradise_sm.png,spock_paradise_crew, 61.4474, 22.561, 24.1598, 55.0667, 3, 0, 0, 18.3749
"Luau Chakotay",0,5, 1099,124,297,0,0,0,0,0,0,0,0,0,1374,212,412,530,79,177,635,767,577,57,49,0,0,390,751,0,463,976,301,767,62,950,1007,878,192,206,0,0,534,787,0,634,1045,465,832,134,295,775,"Human, Federation, Starfleet, Maquis, Casual, Tactician, Resourceful, Festive","organic, male, voy, chakotay, crew_max_rarity_5","Let's Mingle",1, 7, 10, 10, 14, 2, 0, , , , 450, 125, 135, 290, false,"Chakotay",crew_portraits_cm_chakotay_luau_sm.png,chakotay_luau_crew, 92.3166, 47.561, 64.8907, 87.518, 4, 0, 0, 18.9382
"M'Benga and Oriana",0,4, 0,0,0,0,0,0,674,127,250,0,0,0,392,93,185,914,147,309,0,1072,0,1513,601,972,0,1397,465,904,727,51,1415,385,245,0,1071,0,1399,658,941,0,1271,475,907,537,122,1261,423,216,1076,1098,"Human, Federation, Starfleet, Physician, Caregiver, Communicator, Survivalist, Tactician","male, organic, snw, mbenga, crew_max_rarity_4","Help Her See The Light",1, 5, 10, 10, 14, 2, 0, , , , 315, 250, 234, 175, false,"M'Benga",crew_portraits_cm_mbenga_oriana_sm.png,mbenga_oriana_crew, 61.2534, 58.3333, 55.2518, 67.5929, 5, 0, 0, 21.0401
"Yeoman Barrows",0,4, 0,0,0,0,0,0,386,60,161,667,99,202,962,152,301,0,0,0,0,1423,1016,1006,0,1441,772,828,0,554,465,1136,170,588,639,0,1410,1166,1091,0,1372,858,927,0,613,512,1115,273,710,726,1173,1448,"Human, Starfleet, Federation, Romantic, Resourceful","female, organic, tos, barrows, crew_max_rarity_4","It Is Beautiful. So Lovely, And Restful",2, 8, 8, 8, 10, , , , 3, 800, 455, 275, 317, 215, false,"Barrows",crew_portraits_cm_barrows_yeoman_sm.png,barrows_yeoman_crew, 61.9131, 23.9837, 12.1928, 50.3089, 1, 0, 0, 0
"Rites of Separation Leeta",0,5, 0,0,0,535,74,162,0,0,0,0,0,0,1365,200,406,1043,154,307,1300,0,0,601,441,1249,982,136,93,0,500,407,311,283,14,1413,0,0,787,627,1354,1071,248,195,0,721,614,509,385,65,378,791,"Bajoran, Civilian, Spiritual, Romantic, Casual, Resourceful, Communicator, Playful","female, nonhuman, organic, ds9, leeta, crew_max_rarity_5","Our Paths Have Grown Apart",1, 8, 10, 12, 8, 0, 1, , , , 450, 400, 400, 300, false,"Leeta",crew_portraits_cm_leeta_separation_sm.png,leeta_separation_crew, 90.9973, 66.2602, 27.7783, 85.9732, 5, 0, 0, 21.1268
"Sir Adya Ortegas",0,4, 909,148,301,0,0,0,363,62,162,669,100,202,0,0,0,0,0,0,868,582,193,1069,640,1484,771,0,0,569,1602,1162,1080,585,0,883,549,245,1069,684,1365,859,0,0,608,1554,1107,1195,711,0,1279,1428,"Human, Communicator, Resourceful, Costumed, Duelist","female, organic, snw, ortegas, crew_max_rarity_4","My King, We Have Been Led Into A Trap",1, 7, 8, 10, 8, 1, 2, , , , 890, 210, 235, 390, false,"Ortegas",crew_portraits_cm_ortegas_adya_sm.png,ortegas_adya_crew, 59.2549, 63.2114, 15.7991, 58.3323, 4, 0, 1, 21.0401
"Vox",0,5, 0,0,0,0,0,0,1351,200,396,1087,151,301,529,101,203,0,0,0,0,535,573,1378,0,261,474,1214,0,22,123,168,182,270,1013,0,712,819,1350,0,480,599,1222,0,73,229,365,266,446,1010,321,554,"Human, Survivalist, Borg, Desperate, Scoundrel, Saboteur","male, pic, jack, crew_max_rarity_5","The Time Of The Borg Is Over!",0, 10, 6, 10, 6, 5, 0, , , , 540, 300, 210, 540, false,"Vox",crew_portraits_cm_crusher_j_vox_sm.png,crusher_j_vox_crew, 91.1137, 27.439, 100, 87.7037, 3, 0, 0, 39.3716
"Luau Torres",0,4, 672,103,211,0,0,0,0,0,0,339,73,156,974,154,316,0,0,0,1070,1110,610,322,839,0,1216,791,0,1326,974,0,325,964,605,1172,1196,576,463,969,0,1080,846,0,1233,1001,0,338,891,635,1206,1375,"Human, Klingon, Casual, Starfleet, Federation, Resourceful, Festive","female, nonhuman, organic, voy, torres, crew_max_rarity_4","Why Don't You Take a Break?",1, 5, 12, 10, 12, 2, 0, , , , 600, 575, 277, 200, false,"Torres",crew_portraits_cm_torres_luau_sm.png,torres_luau_crew, 60.8459, 56.3008, 57.8513, 62.8571, 5, 0, 0, 0
"Assimilated Esmar",0,5, 1379,205,423,0,0,0,1063,142,307,544,70,163,0,0,0,0,0,0,299,56,81,591,159,600,978,0,0,187,880,398,1272,786,0,451,153,144,697,274,818,1072,0,0,340,1073,665,1381,882,0,337,698,"Haliian, Borg, Federation, Starfleet, Tactician, Communicator, Villain, Compromised","organic, nonhuman, pic, esmar, crew_max_rarity_5","Eliminate All Unassimilated",0, 10, 12, 8, 12, 1, 0, 2, 2, 2, 525, 350, 115, 90, false,"Esmar",crew_portraits_cm_esmar_assimilated_sm.png,esmar_assimilated_crew, 91.3659, 32.9268, 65.0765, 84.6341, 3, 0, 0, 41.8852
"Rock'n'Roll Mariner",0,5, 1377,198,409,530,67,168,0,0,0,0,0,0,1062,158,313,0,0,0,97,522,300,60,170,1264,996,266,783,0,876,0,636,0,514,175,667,448,138,316,1355,1075,405,841,0,995,0,776,0,630,367,734,"Federation, Starfleet, Human, Inspiring, Musician, Desperate, Maverick, Playful","female, organic, low, mariner, crew_max_rarity_5","Two, Three, Four!",0, 9, 12, 8, 8, 1, 0, 2, , , 100, 300, , 190, false,"Mariner",crew_portraits_cm_mariner_rocknroll_sm.png,mariner_rocknroll_crew, 91.0749, 46.748, 63.1208, 83.9459, 5, 0, 0, 0
"Bankrobber T'Ana",0,5, 1092,136,300,0,0,0,1354,177,365,0,0,0,0,0,0,521,77,188,636,66,578,880,50,309,0,0,761,337,549,29,0,779,1052,926,236,852,1112,190,581,0,0,754,583,833,135,0,788,1078,394,887,"Caitian, Federation, Starfleet, Romantic, Costumed, Desperate, Criminal, Thief","female, organic, nonhuman, low, tana, crew_max_rarity_5","Hands Up Where I Can See Them!",0, 7, 4, 10, 12, 0, 4, , , , 150, 325, 200, 650, false,"T'Ana",crew_portraits_cm_tana_bankrobber_sm.png,tana_bankrobber_crew, 91.2107, 34.9593, 26.1596, 84.2023, 4, 0, 0, 0
"Exoarchaeologist Mariner",0,5, 0,0,0,1326,196,394,0,0,0,1111,135,304,532,73,153,0,0,0,365,0,546,1426,0,327,13,157,193,531,1460,0,189,244,1078,592,0,847,1520,0,524,62,267,327,817,1559,0,376,486,1192,401,897,"Human, Federation, Exoarchaeology, Explorer, Resourceful, Desperate, Maverick, Playful","female, organic, low, mariner, crew_max_rarity_5","How Many Old Brown Pots Do We Really Need?",2, 9, 8, 8, 10, 5, 0, , , , 300, 500, , 15, false,"Mariner",crew_portraits_cm_mariner_exoarchaeologist_sm.png,mariner_exoarchaeologist_crew, 91.1525, 57.1138, 60.2878, 84.7657, 5, 0, 0, 0
"Caretaker Torres",0,5, 0,0,0,1327,202,401,0,0,0,1084,124,347,542,101,200,0,0,0,362,0,562,1352,0,319,14,140,188,553,1394,0,168,267,983,562,0,723,1358,0,491,47,190,299,697,1395,0,245,354,1020,340,520,"Klingon, Human, Federation, Prisoner, Resourceful, Maquis, Desperate","nonhuman, female, organic, voy, torres, crew_max_rarity_5","I Don't Find This At All Amusing, Starfleet",0, 6, 8, 12, 10, 2, 0, , , , 775, 200, 323, 625, false,"Torres",crew_portraits_cm_torres_caretaker_sm.png,torres_caretaker_crew, 90.6868, 39.0244, 69.2415, 86.4307, 3, 0, 0, 40.3467
"Bankrobber Shaxs",0,4, 378,75,176,0,0,0,953,149,311,0,0,0,668,102,253,0,0,0,1449,501,1375,841,1232,729,0,1061,0,682,214,533,1052,0,864,1351,511,1307,767,1156,763,0,1111,0,727,319,601,1077,0,908,1099,1188,"Bajoran, Federation, Starfleet, Costumed, Criminal, Thief, Romantic","nonhuman, male, organic, low, shaxs, crew_max_rarity_4","Everybody Down! This Is A Robbery!",2, 8, 4, 10, 14, 5, 4, , , , 325, 625, 145, 115, false,"Shaxs",crew_portraits_cm_shaxs_bankrobber_sm.png,shaxs_bankrobber_crew, 61.5056, 41.2602, 18.9086, 55.4263, 5, 0, 0, 0
"Mistress of the Winter Constellations",4,5, 1086,157,298,0,0,0,1356,209,400,548,81,183,0,0,0,0,0,0,629,58,168,876,416,237,930,0,0,98,505,146,1225,739,0,847,166,282,1029,645,439,955,0,0,166,648,318,1289,797,0,301,620,"Orion, Desperate, Resourceful, Saboteur, Duelist, Brutal, Smuggler","female, nonhuman, organic, low, tendi, crew_max_rarity_5","Shut Up And Do Your Job!",0, 10, 6, 6, 12, , , , , , 450, 250, 40, 150, false,"Tendi",crew_portraits_cm_tendi_mistress_sm.png,tendi_mistress_crew, 91.5988, 55.2846, 19.2894, 84.7076, 5, 0, 0, 19.3716
"Colonel Kira Nerys",0,5, 1132,151,351,0,0,0,540,91,200,0,0,0,1399,212,435,0,0,0,519,278,485,6,342,1180,0,360,0,1081,103,937,266,0,194,720,429,655,88,511,1179,0,491,0,1096,205,972,416,0,307,37,350,"Bajoran, Federation, Resourceful, Tactician, Veteran, Communicator","nonhuman, organic, female, low, kira, crew_max_rarity_5","What Is Your Problem?",0, 8, 8, 8, 12, 1, 1, , , , 100, 560, , 105, false,"Kira",crew_portraits_cm_kira_colonel_sm.png,kira_colonel_crew, 94.2957, 70.5285, 40.6952, 89.7896, 5, 0, 0, 0
"Cadet Rutherford",0,4, 0,0,0,0,0,0,954,165,306,674,98,201,393,47,150,0,0,0,0,859,1008,1551,0,711,768,1443,0,165,469,511,628,581,1245,0,876,1183,1581,0,722,867,1463,0,257,513,566,717,725,1261,1159,1452,"Human, Starfleet, Federation, Maverick, Scoundrel, Desperate, Criminal","male, organic, low, rutherford, crew_max_rarity_4","Here I Am, Baby!",0, 6, 8, 10, 16, 5, 0, , , , 550, 230, 210, 365, false,"Rutherford",crew_portraits_cm_rutherford_cadet_sm.png,rutherford_cadet_crew, 62.0877, 26.2195, 62.7532, 58.2887, 3, 0, 0, 17.7031
"Kenneth EMH",0,5, 0,0,0,1333,200,406,0,0,0,0,0,0,1096,151,297,508,79,183,347,0,0,867,1120,296,259,50,45,0,836,1012,609,813,97,554,0,0,1105,1120,481,372,111,107,0,1126,1030,885,802,235,381,753,"Hologram, Explorer, Federation, Starfleet, Romantic, Physician, Casual, Caregiver","nonhuman, male, artificial_life, voy, emh, crew_max_rarity_5","The Coffee Was Quite Good This Morning",2, 8, 8, 12, 8, 4, 0, , , , 500, 200, 210, 450, false,"Doctor",crew_portraits_cm_emh_kenneth_sm.png,emh_kenneth_crew, 90.7062, 46.1382, 45.8737, 85.7197, 5, 0, 0, 41.8635
"EV Suit Sam Kirk",0,4, 370,53,151,948,174,301,0,0,0,0,0,0,684,101,249,0,0,0,330,1453,1421,858,1286,739,564,227,434,0,1271,0,1042,0,857,367,1450,1425,866,1278,734,525,259,440,0,1306,0,1092,0,923,1135,1346,"Human, Xenoanthropology, Explorer, Starfleet, Federation, Desperate, Resourceful","male, organic, snw, sam, evsuit, crew_max_rarity_4","You're Here For A Reason",2, 7, 10, 8, 12, 1, 0, , , , 650, 250, 225, 540, true,"Sam",crew_portraits_cm_sam_kirk_ev_suit_sm.png,sam_kirk_ev_suit_crew, 61.622, 42.2764, 51.6823, 59.2566, 4, 0, 0, 39.5883
"One Way Ticket Chapel",0,5, 0,0,0,0,0,0,1062,150,350,0,0,0,541,102,248,1357,200,402,0,749,0,1332,167,573,0,1164,139,540,216,3,1150,58,54,0,830,0,1272,358,653,0,1126,285,644,279,24,1093,199,104,167,303,"Human, Starfleet, Federation, Nurse, Caregiver, Desperate, Romantic, Duelist","female, organic, snw, chapel, evsuit, exclusive_voyage, crew_max_rarity_5","I Can't Believe This Is How We're Gonna Die",0, 7, 10, 8, 16, 2, 0, , , , 640, 500, 275, 300, false,"Chapel",crew_portraits_cm_chapel_one_way_ticket_sm.png,chapel_one_way_ticket_crew, 91.5794, 20.7317, 59.0606, 90.1803, 3, 0, 0, 21.0401
"Nancy Hedford",0,5, 551,72,176,0,0,0,0,0,0,0,0,0,1094,151,297,1357,197,351,1263,1288,1216,361,21,0,0,685,161,0,838,181,611,83,12,1359,1340,1315,586,121,0,0,947,352,0,1127,433,886,263,87,323,906,"Human, Civilian, Casual, Survivalist, Desperate, Resourceful, Communicator, Romantic, Compromised","female, organic, tos, nancy_hedford, crew_max_rarity_5","Now We're Together",2, 9, 10, 8, 12, 3, 0, , , , 215, 400, 398, 230, false,"Nancy",crew_portraits_cm_nancy_hedford_sm.png,nancy_hedford_crew, 92.6465, 74.187, 61.2148, 88.2612, 5, 0, 0, 0
"Charlene",0,4, 677,97,203,387,58,162,0,0,0,0,0,0,981,147,302,0,0,0,616,1114,1004,326,846,1445,1130,386,904,0,985,0,743,0,614,681,1237,1167,507,1014,1396,1117,459,872,0,1118,0,880,0,741,1114,1458,"Hologram, Human, Caregiver, Romantic, Casual, Civilian","voy, artificial_life, nonhuman, female, charlene, crew_max_rarity_4","Line Up Next To The Door, Children",2, 8, 6, 12, 12, 5, 0, , , , 850, 225, 240, 550, false,"Charlene",crew_portraits_cm_charlene_sm.png,charlene_crew, 62.825, 27.439, 52.1417, 56.1852, 3, 0, 0, 41.8635
"Rogue Jack Crusher",0,5, 1104,165,302,0,0,0,1359,202,407,0,0,0,539,100,211,0,0,0,599,44,540,331,396,227,0,1189,0,272,114,135,1185,0,981,806,154,724,465,591,440,0,1201,0,454,215,319,1178,0,989,198,469,"Human, Villain, Scoundrel, Criminal, Desperate, Civilian, Crafty, Casual","male, organic, pic, jack, crew_max_rarity_5","I've Always Been Different",2, 8, 6, 10, 10, 5, 0, , , , 300, 515, 202, 250, false,"Jack",crew_portraits_cm_crusher_j_rogue_sm.png,crusher_j_rogue_crew, 92.1808, 16.8699, 63.3168, 83.1103, 2, 0, 0, 59.5883
"Valeo Beta V Spock",0,5, 561,60,162,1329,197,402,1069,150,301,0,0,0,0,0,0,0,0,0,102,337,1225,1400,1066,22,277,435,189,562,871,394,0,0,0,198,550,1392,1521,1241,67,386,600,313,772,1058,659,0,0,0,386,853,"Human, Vulcan, Federation, Starfleet, Tactician, Telepath, Marksman, Communicator, Desperate","snw, male, organic, nonhuman, spock, crew_max_rarity_5","Captain, There's More Blood Over Here",1, 9, 8, 8, 10, 1, 0, 2, , , 750, 325, 243, 590, false,"Spock",crew_portraits_cm_spock_valeo_beta_v_sm.png,spock_valeo_beta_v_crew, 91.0749, 32.3171, 48.4572, 87.578, 3, 0, 0, 60.3034
"Night Terrors Troi",0,5, 0,0,0,1092,158,356,0,0,0,0,0,0,1397,193,420,506,77,208,558,0,0,560,1104,514,398,14,73,0,435,998,290,795,61,714,0,0,756,1056,641,464,61,134,0,688,986,486,748,124,160,454,"Human, Starfleet, Federation, Betazoid, Empath, Communicator, Counselor, Desperate","female, nonhuman, organic, tng, troi, crew_max_rarity_5","Where Are You? I'm Coming.",2, 8, 4, 12, 14, 5, 0, , , , 115, 150, 50, 100, false,"Troi",crew_portraits_cm_troi_night_terrors_sm.png,troi_night_terrors_crew, 92.4913, 29.2683, 47.0775, 86.9496, 3, 0, 0, 19.9133
"Assistant Kes",0,4, 365,62,163,684,118,216,0,0,0,0,0,0,982,179,296,0,0,0,605,1449,1412,578,1277,984,743,207,578,0,947,0,714,0,580,621,1397,1378,580,1228,1063,792,274,643,0,986,0,761,0,617,1075,1330,"Starfleet, Federation, Ocampa, Telepath, Caregiver, Prodigy, Communicator, Botanist, Physician","female, nonhuman, organic, voy, kes, crew_max_rarity_4","How's The Family?",0, 7, 6, 8, 10, 0, 1, , , , 815, 200, 210, 225, false,"Kes",crew_portraits_cm_kes_assistant_sm.png,kes_assistant_crew, 62.5146, 55.4878, 34.1461, 60.2045, 6, 0, 0, 18.3749
"Valeo Beta V La'an",0,5, 1107,147,325,0,0,0,1359,224,400,525,98,201,0,0,0,0,0,0,585,38,150,851,392,205,952,0,0,97,479,115,1242,756,0,795,140,230,981,580,408,868,0,0,134,608,281,1210,726,0,232,443,"Human, Federation, Tactician, Starfleet, Desperate, Marksman, Brutal, Resourceful, Duelist","female, organic, snw, laan, crew_max_rarity_5","Make It Angry!",0, 10, 8, 6, 10, 5, 0, , , , 650, 250, 225, 440, false,"La'an",crew_portraits_cm_laan_valeo_beta_v_sm.png,laan_valeo_beta_v_crew, 91.6376, 38.4146, 85.6065, 89.1948, 3, 0, 0, 41.9285
"Valeo Beta V Sam Kirk",0,4, 0,0,0,692,102,202,956,175,298,335,57,160,0,0,0,0,0,0,1047,854,1473,0,0,104,492,1062,582,334,1005,504,1522,975,0,1214,871,1408,0,0,217,459,1223,693,335,971,564,1428,924,0,1207,1405,"Human, Xenoanthropology, Explorer, Starfleet, Federation, Desperate, Communicator","male, organic, snw, sam, crew_max_rarity_4","We Need To Alert The Rest Of The Crew",1, 9, 6, 10, 8, , , , 0, 3, 650, 250, 230, 440, false,"Sam",crew_portraits_cm_sam_kirk_valeobeta_sm.png,sam_kirk_valeobeta_crew, 61.04, 32.9268, 20.2431, 56.609, 3, 0, 0, 39.5883
"Brain Drain Crusher and Riker",0,5, 1392,201,400,0,0,0,1069,150,301,0,0,0,0,0,0,504,86,200,300,53,293,592,18,595,0,0,778,563,872,62,0,797,1066,521,188,477,757,70,804,0,0,725,773,1059,175,0,747,1052,333,574,"Human, Federation, Starfleet, Physician, Scoundrel, Maverick, Communicator, Desperate","female, male, organic, tng, crusher, riker, crew_max_rarity_5","Do You Want Some? It's Delicious.",0, 7, 8, 10, 10, 0, 1, , , , 550, 415, 207, 190, false,"Crusher",crew_portraits_cm_crusher_riker_brain_drain_sm.png,crusher_riker_brain_drain_crew, 91.0167, 41.4634, 41.4253, 87.798, 3, 0, 0, 17.7031
"Thalen",0,4, 689,97,200,395,49,152,0,0,0,911,175,302,0,0,0,0,0,0,600,1103,177,1230,826,1447,266,1437,905,740,0,0,844,396,0,743,1244,227,1352,1027,1468,273,1454,934,689,0,0,749,345,0,1222,1434,"Xindi, Innovator, Resourceful, Tactician, Scoundrel, Prisoner","male, nonhuman, organic, ent, thalen, crew_max_rarity_4","I'm Losing Your Signal. Please Repeat.",2, 7, 8, 8, 14, 5, 0, 2, , , 490, 700, 290, 400, false,"Thalen",crew_portraits_cm_thalen_sm.png,thalen_crew, 60.9236, 38.6179, 40.0259, 57.3139, 3, 0, 1, 39.1116
"Machine Man Paris",0,5, 0,0,0,1095,125,287,0,0,0,1353,193,411,538,70,186,0,0,0,632,0,317,1407,0,590,12,257,354,318,1433,0,100,92,1040,980,0,485,1460,0,900,66,463,549,480,1488,0,158,195,1117,368,864,"Human, Starfleet, Federation, Maverick, Pilot, Desperate, Prisoner, Engineered, Compromised","male, voy, organic, paris, crew_max_rarity_5","Argh! What Are You Doing To Me?",0, 7, 6, 6, 10, 0, 1, , , , 200, 400, 180, 175, false,"Paris",crew_portraits_cm_paris_machine_man_sm.png,paris_machine_man_crew, 91.5794, 28.8618, 39.3701, 83.6074, 4, 0, 0, 41.1484
"Nightless Neelix",0,4, 0,0,0,941,143,318,389,66,157,0,0,0,681,121,261,0,0,0,799,1415,0,1175,0,218,586,229,448,1268,741,1127,1020,0,829,862,1404,0,1199,0,311,581,247,479,1241,704,1108,1017,0,857,1077,1219,"Talaxian, Mylean, Desperate, Civilian, Communicator, Counselor","male, nonhuman, organic, neelix, voy, crew_max_rarity_4","Bergamot Tea, Hot",0, 6, 6, 10, 10, 0, 1, , , , 240, 95, 70, 100, false,"Neelix",crew_portraits_cm_neelix_nightless_sm.png,neelix_nightless_crew, 62.0489, 26.626, 32.6019, 55.4571, 2, 0, 0, 19.9133
"Phantasms Data",0,5, 0,0,0,1096,150,298,0,0,0,541,70,170,1377,199,399,0,0,0,607,0,1247,594,0,565,150,32,344,1148,480,0,97,783,246,913,0,1343,807,0,859,262,123,521,1206,758,0,176,864,433,291,846,"Android, Starfleet, Federation, Cyberneticist, Desperate, Prisoner, Communicator, Compromised","nonhuman, male, tng, artificial_life, data, crew_max_rarity_5","Have You Ever Had A Nightmare?",0, 10, 10, 10, 14, 5, 0, , , , 650, 300, 195, 750, false,"Data",crew_portraits_cm_data_phantasms_sm.png,data_phantasms_crew, 92.7629, 32.3171, 82.8052, 86.5156, 3, 0, 0, 62.5569
